"","ID1","DataType","ExptNumber","MouseID","strainName","sex","Date","birthDate","ExptDoneBy","Age(wks)","BodyWeight","DrugBottleStartWeight","WaterBottleStartWeight","DrugBottleEndWeight","WaterBottleEndWeight","MeasureDays","d7","d8","d9","d10","d11","d12","d13","Drug","DrugDose","DoseUnits","d14","d15","d16","d17","d18","d19","d20","d21","d22","d23","d24","d25","mg/kg formula check","MouseIDDateMaster","MouseIDDateMDTStatic","MouseIDDateQC","coatColor","origin","Group","nickname","SucrosePreference","OralMethPreference","DrugVolConsumed","WaterVolConsumed","DrugPreferenceScore","DrugMassConsumed","TestNumber"
"38",14898,"Oral methamphetamine","SUC0029","015018","B6NJ-Tmem151b-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-02-15,"11/12/2022 0:00:00","Marina",13.57,25.4,77.2,87.4,69,85.7,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209716.53,"015018_2/15/2023","015018_2/15/2023","yes","","Kumar Lab","KOMP","Tmem151b","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",8.2,1.7,0.828282828282828,0.00322834645669291,2
"39",14934,"Oral methamphetamine","SUC0029","015018","B6NJ-Tmem151b-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-02-22,"11/12/2022 0:00:00","Marina",14.57,25.9,76.6,83.3,69.2,81.6,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204660.99,"015018_2/22/2023","015018_2/22/2023","yes","","Kumar Lab","KOMP","Tmem151b","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",7.40000000000001,1.69999999999999,0.813186813186814,0.00571428571428572,4
"40",14952,"Oral methamphetamine","SUC0029","015018","B6NJ-Tmem151b-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-02-24,"11/12/2022 0:00:00","Marina",14.85,25.6,69.2,81.6,66,76.9,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178406.23,"015018_2/24/2023","015018_2/24/2023","yes","","Kumar Lab","KOMP","Tmem151b","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",3.2,4.7,0.405063291139241,0.0025,5
"41",14869,"Oral methamphetamine","SUC0028","015035","B6NJ-Fndc4-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-02-13,"11/12/2022 0:00:00","Marina",13.28,24.3,85.1,71.1,81.4,68.8,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285067.5,"015035_2/13/2023","015035_2/13/2023","yes","","Kumar Lab","KOMP","Fndc4","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",3.7,2.30000000000001,0.616666666666666,0.00152263374485597,1
"42",14887,"Oral methamphetamine","SUC0028","015035","B6NJ-Fndc4-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-02-15,"11/12/2022 0:00:00","Marina",13.57,24.5,81.4,68.8,77.5,64.3,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257489.79,"015035_2/15/2023","015035_2/15/2023","yes","","Kumar Lab","KOMP","Fndc4","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",3.90000000000001,4.5,0.464285714285715,0.00159183673469388,2
"43",14923,"Oral methamphetamine","SUC0028","015035","B6NJ-Fndc4-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-02-22,"11/12/2022 0:00:00","Marina",14.57,24.6,79.1,84.1,75,81.4,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241158.53,"015035_2/22/2023","015035_2/22/2023","yes","","Kumar Lab","KOMP","Fndc4","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",4.10000000000001,2.7,0.602941176470589,0.00333333333333334,4
"44",14941,"Oral methamphetamine","SUC0028","015035","B6NJ-Fndc4-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-02-24,"11/12/2022 0:00:00","Marina",14.85,24.6,75,81.4,70.7,79.8,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215548.77,"015035_2/24/2023","015035_2/24/2023","yes","","Kumar Lab","KOMP","Fndc4","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",4.3,1.60000000000001,0.728813559322033,0.00349593495934959,5
"45",14875,"Oral methamphetamine","SUC0030A","015040","B6NJ-Isca1tm1a+/- Cyfip2-S968F<J> Hlethal","F",2023-02-13,"11/13/2022 0:00:00","Marina",13.14,20.6,87.3,74.4,84.5,72,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358099.51,"015040_2/13/2023","015040_2/13/2023","yes","","Kumar Lab","KOMP","Isca1tm1a","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",2.8,2.40000000000001,0.538461538461538,0.00135922330097087,1
"46",14893,"Oral methamphetamine","SUC0030A","015040","B6NJ-Isca1tm1a+/- Cyfip2-S968F<J> Hlethal","F",2023-02-15,"11/13/2022 0:00:00","Marina",13.42,20.1,84.5,72,80.5,65.6,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338420.39,"015040_2/15/2023","015040_2/15/2023","yes","","Kumar Lab","KOMP","Isca1tm1a","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",4,6.40000000000001,0.384615384615384,0.00199004975124378,2
"47",14929,"Oral methamphetamine","SUC0030A","015040","B6NJ-Isca1tm1a+/- Cyfip2-S968F<J> Hlethal","F",2023-02-22,"11/13/2022 0:00:00","Marina",14.42,21.1,78.1,83.1,74.6,79.5,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276126.05,"015040_2/22/2023","015040_2/22/2023","yes","","Kumar Lab","KOMP","Isca1tm1a","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",3.5,3.60000000000001,0.492957746478873,0.0033175355450237,4
"48",14947,"Oral methamphetamine","SUC0030A","015040","B6NJ-Isca1tm1a+/- Cyfip2-S968F<J> Hlethal","F",2023-02-24,"11/13/2022 0:00:00","Marina",14.71,20.4,74.6,79.5,71.6,75.8,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261831.37,"015040_2/24/2023","015040_2/24/2023","yes","","Kumar Lab","KOMP","Isca1tm1a","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",3,3.7,0.447761194029851,0.00294117647058823,5
"49",14863,"Oral methamphetamine","SUC0027","015047","B6NJ-Macrod2-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-13,"11/11/2022 0:00:00","Marina",13.42,21.5,85.3,78.4,79.8,77.3,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316601.88,"015047_2/13/2023","015047_2/13/2023","yes","","Kumar Lab","KOMP","Macrod2","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",5.5,1.10000000000001,0.833333333333332,0.00255813953488372,1
"50",14881,"Oral methamphetamine","SUC0027","015047","B6NJ-Macrod2-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-15,"11/11/2022 0:00:00","Marina",13.71,21.6,79.8,77.3,74,75.1,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273388.89,"015047_2/15/2023","015047_2/15/2023","yes","","Kumar Lab","KOMP","Macrod2","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",5.8,2.19999999999999,0.725000000000001,0.00268518518518518,2
"51",14917,"Oral methamphetamine","SUC0027","015047","B6NJ-Macrod2-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-20,"11/11/2022 0:00:00","Marina",14.42,22.2,73.9,82.3,68.5,81.1,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228024.76,"015047_2/20/2023","015047_2/20/2023","yes","","Kumar Lab","KOMP","Macrod2","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",5.40000000000001,1.19999999999999,0.81818181818182,0.00486486486486487,4
"52",14935,"Oral methamphetamine","SUC0027","015047","B6NJ-Macrod2-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-24,"11/11/2022 0:00:00","Marina",15,21.9,68.5,81.1,63.9,79.9,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199869.86,"015047_2/24/2023","015047_2/24/2023","yes","","Kumar Lab","KOMP","Macrod2","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",4.6,1.2,0.793103448275862,0.00420091324200913,5
"53",14864,"Oral methamphetamine","SUC0027","015050","B6NJ-Macrod2-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-02-13,"11/11/2022 0:00:00","Marina",13.42,26,86.8,75.2,85.1,71,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284103.08,"015050_2/13/2023","015050_2/13/2023","yes","","Kumar Lab","KOMP","Macrod2","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",1.69999999999999,4.2,0.288135593220337,0.00065384615384615,1
"54",14882,"Oral methamphetamine","SUC0027","015050","B6NJ-Macrod2-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-02-15,"11/11/2022 0:00:00","Marina",13.71,26.2,85.1,71,81.8,68.5,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265693.89,"015050_2/15/2023","015050_2/15/2023","yes","","Kumar Lab","KOMP","Macrod2","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",3.30000000000001,2.5,0.56896551724138,0.00125954198473283,2
"55",14918,"Oral methamphetamine","SUC0027","015050","B6NJ-Macrod2-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-02-22,"11/11/2022 0:00:00","Marina",14.71,27.1,80.2,84.1,75.5,82.5,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223435.4,"015050_2/22/2023","015050_2/22/2023","yes","","Kumar Lab","KOMP","Macrod2","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",4.7,1.60000000000001,0.746031746031745,0.00346863468634687,4
"56",14936,"Oral methamphetamine","SUC0027","015050","B6NJ-Macrod2-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-02-24,"11/11/2022 0:00:00","Marina",15,27.6,75.5,82.5,72,80.9,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196956.51,"015050_2/24/2023","015050_2/24/2023","yes","","Kumar Lab","KOMP","Macrod2","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",3.5,1.59999999999999,0.686274509803922,0.00253623188405797,5
"57",14872,"Oral methamphetamine","SUC0029A","015343","B6NJ-Tmem151b-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-02-13,"11/18/2022 0:00:00","Marina",12.42,27,86,82.9,80.8,81.5,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257362.97,"015343_2/13/2023","015343_2/13/2023","yes","","Kumar Lab","KOMP","Tmem151b","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",5.2,1.40000000000001,0.787878787878787,0.00192592592592593,1
"58",14944,"Oral methamphetamine","SUC0029A","015343","B6NJ-Tmem151b-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-02-24,"11/18/2022 0:00:00","Marina",14,26.8,82.4,83.8,64.5,82.6,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198313.44,"015343_2/24/2023","015343_2/24/2023","yes","","Kumar Lab","KOMP","Tmem151b","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",17.9,1.19999999999999,0.93717277486911,0.0133582089552239,5
"59",14871,"Oral methamphetamine","SUC0029","015344","B6NJ-Tmem151b-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-13,"11/18/2022 0:00:00","Marina",12.42,23.6,89.2,79.8,83.2,78.7,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314467.76,"015344_2/13/2023","015344_2/13/2023","yes","","Kumar Lab","KOMP","Tmem151b","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",6,1.09999999999999,0.845070422535212,0.00254237288135593,1
"60",14889,"Oral methamphetamine","SUC0029","015344","B6NJ-Tmem151b-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-15,"11/18/2022 0:00:00","Marina",12.71,24.6,83.2,78.7,77.6,75.9,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262452.02,"015344_2/15/2023","015344_2/15/2023","yes","","Kumar Lab","KOMP","Tmem151b","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",5.59999999999999,2.8,0.666666666666667,0.00227642276422764,2
"61",14925,"Oral methamphetamine","SUC0029","015344","B6NJ-Tmem151b-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-22,"11/18/2022 0:00:00","Marina",13.71,25,76.2,83.9,70.8,82.4,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215798.39,"015344_2/22/2023","015344_2/22/2023","yes","","Kumar Lab","KOMP","Tmem151b","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",5.40000000000001,1.5,0.782608695652174,0.00432,4
"62",14943,"Oral methamphetamine","SUC0029","015344","B6NJ-Tmem151b-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-24,"11/18/2022 0:00:00","Marina",14,24.5,70.8,82.4,64.7,81.8,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186969.78,"015344_2/24/2023","015344_2/24/2023","yes","","Kumar Lab","KOMP","Tmem151b","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",6.09999999999999,0.600000000000009,0.910447761194029,0.00497959183673469,5
"63",14867,"Oral methamphetamine","SUC0028A","015417","B6NJ-Fndc4-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-13,"11/16/2022 0:00:00","Marina",12.71,22.1,87,78.8,84.7,74.4,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333434.37,"015417_2/13/2023","015417_2/13/2023","yes","","Kumar Lab","KOMP","Fndc4","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",2.3,4.39999999999999,0.343283582089552,0.00104072398190045,1
"64",14885,"Oral methamphetamine","SUC0028A","015417","B6NJ-Fndc4-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-15,"11/16/2022 0:00:00","Marina",13,23.1,84.7,74.4,79,71.1,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289666.65,"015417_2/15/2023","015417_2/15/2023","yes","","Kumar Lab","KOMP","Fndc4","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",5.7,3.3,0.633333333333334,0.00246753246753247,2
"65",14921,"Oral methamphetamine","SUC0028A","015417","B6NJ-Fndc4-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-22,"11/16/2022 0:00:00","Marina",14,24.2,79.9,85.5,72.6,84.5,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239699.98,"015417_2/22/2023","015417_2/22/2023","yes","","Kumar Lab","KOMP","Fndc4","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",7.3,1,0.879518072289157,0.00603305785123967,4
"66",14939,"Oral methamphetamine","SUC0028A","015417","B6NJ-Fndc4-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-24,"11/16/2022 0:00:00","Marina",14.28,25.4,72.6,84.5,67.1,82.1,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191789.76,"015417_2/24/2023","015417_2/24/2023","yes","","Kumar Lab","KOMP","Fndc4","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",5.50000000000001,2.39999999999999,0.696202531645571,0.00433070866141733,5
"67",14865,"Oral methamphetamine","SUC0027","015443","B6NJ-Macrod2-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-13,"11/18/2022 0:00:00","Marina",12.42,23.5,85.1,74.7,81.6,72.4,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295496.15,"015443_2/13/2023","015443_2/13/2023","yes","","Kumar Lab","KOMP","Macrod2","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",3.5,2.3,0.603448275862069,0.00148936170212766,1
"68",14883,"Oral methamphetamine","SUC0027","015443","B6NJ-Macrod2-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-15,"11/18/2022 0:00:00","Marina",12.71,23.8,81.6,72.4,78.3,67,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268457.16,"015443_2/15/2023","015443_2/15/2023","yes","","Kumar Lab","KOMP","Macrod2","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",3.30000000000001,5.40000000000001,0.379310344827587,0.00138655462184874,2
"69",14919,"Oral methamphetamine","SUC0027","015443","B6NJ-Macrod2-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-22,"11/18/2022 0:00:00","Marina",13.71,24.2,76.3,86.3,71.5,84.4,2,NA,NA,NA,NA,NA,NA,"Day 3- Day 5","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225431.81,"015443_2/22/2023","015443_2/22/2023","yes","","Kumar Lab","KOMP","Macrod2","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",4.8,1.89999999999999,0.716417910447762,0.00396694214876033,4
"70",14937,"Oral methamphetamine","SUC0027","015443","B6NJ-Macrod2-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-02-24,"11/18/2022 0:00:00","Marina",14,24.1,71.5,84.4,66.6,82.8,2,NA,NA,NA,NA,NA,NA,"Day 5- Day 7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197589.2,"015443_2/24/2023","015443_2/24/2023","yes","","Kumar Lab","KOMP","Macrod2","SPT: 3 days water, 4 days with 4% sucrose solution, 2 bottle choice for both","OM2: 3 days water, 5 days 20mg-L, 3 day break, 5 days 40mg-L oral methamphetamine",4.90000000000001,1.60000000000001,0.753846153846153,0.00406639004149378,5
"71",18058,"Oral methamphetamine","SUC0039","019935","B6NJ-Cyfip2 S968F<J> (GET204)","F",2023-06-05,"3/7/2023 0:00:00","Marina",12.85,23.7,83.6,86.3,82.6,81.4,2,NA,NA,NA,NA,NA,NA,"Day 1- 3 ","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291365.38,"019935_6/5/2023","019935_6/5/2023","yes","","Kumar Lab","KOMP CTRL","GET204","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","",1,4.89999999999999,0.169491525423729,0.000421940928270042,1
"72",18068,"Oral methamphetamine","SUC0039","019935","B6NJ-Cyfip2 S968F<J> (GET204)","F",2023-06-07,"3/7/2023 0:00:00","Marina",13.14,24,82.6,81.4,78.3,78.6,2,NA,NA,NA,NA,NA,NA,"Day 3- 5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269482.5,"019935_6/7/2023","019935_6/7/2023","yes","","Kumar Lab","KOMP CTRL","GET204","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","",4.30000000000001,2.8,0.605633802816902,0.00179166666666667,2
"73",18078,"Oral methamphetamine","SUC0039","019935","B6NJ-Cyfip2 S968F<J> (GET204)","F",2023-06-09,"3/7/2023 0:00:00","Marina",13.42,24.6,83,78.6,82.4,75.3,2,NA,NA,NA,NA,NA,NA,"Day 5- 7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278016.26,"019935_6/9/2023","019935_6/9/2023","yes","","Kumar Lab","KOMP CTRL","GET204","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","",0.599999999999994,3.30000000000001,0.153846153846152,0.000487804878048776,3
"74",18088,"Oral methamphetamine","SUC0039","019935","B6NJ-Cyfip2 S968F<J> (GET204)","F",2023-06-10,"3/7/2023 0:00:00","Marina",13.57,24.1,82.4,75.3,79.7,71.8,2,NA,NA,NA,NA,NA,NA,"Day 7- 9","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272501.23,"019935_6/10/2023","019935_6/10/2023","yes","","Kumar Lab","KOMP CTRL","GET204","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","",2.7,3.5,0.435483870967742,0.00224066390041494,4
"75",18098,"Oral methamphetamine","SUC0039","019935","B6NJ-Cyfip2 S968F<J> (GET204)","F",2023-06-12,"3/7/2023 0:00:00","Marina",13.85,23.9,81.8,71.8,81.3,65.4,2,NA,NA,NA,NA,NA,NA,"Day 9 - 11","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278256.92,"019935_6/12/2023","019935_6/12/2023","yes","","Kumar Lab","KOMP CTRL","GET204","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","",0.5,6.39999999999999,0.0724637681159421,0.000836820083682008,5
"76",18108,"Oral methamphetamine","SUC0039","019935","B6NJ-Cyfip2 S968F<J> (GET204)","F",2023-06-14,"3/7/2023 0:00:00","Marina",14.14,24.8,81.3,65.4,80.2,59.3,2,NA,NA,NA,NA,NA,NA,"Day 11- 13","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262913.7,"019935_6/14/2023","019935_6/14/2023","yes","","Kumar Lab","KOMP CTRL","GET204","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","",1.09999999999999,6.1,0.152777777777777,0.00177419354838709,6
